Step,AgentID,ticketsCount,campaign_impact_factor,hasWonImpactFactor,prize_wins,new_order_count
18,9,,3.0,1.0,"['3000 GEL', 'BMW M4', '2000 GEL', '3000 GEL', '3000 GEL']",3
18,10,,3.0,2.6,"['1000 GEL', '1500 GEL', '2000 GEL', '3500 GEL', '1000 GEL', '1000 GEL', '1000 GEL', '3500 GEL', '3000 GEL', 'CyberTruck', '1500 GEL']",2
19,1,,3.0,1.0,"['1500 GEL', '2000 GEL', '3000 GEL', '1500 GEL', '2000 GEL', '3500 GEL']",19
19,2,,3.0,1.0,"['1500 GEL', '1500 GEL', '3000 GEL', '3500 GEL', '1500 GEL', '2000 GEL', '1000 GEL', '2000 GEL', '1000 GEL']",19
19,3,,3.0,3.8,"['1500 GEL', '2000 GEL', '1000 GEL', '1500 GEL', '3500 GEL', '2000 GEL', '1500 GEL', '2000 GEL', '1500 GEL']",19
19,4,,3.0,2.4,"['3500 GEL', '3000 GEL', '3500 GEL', '3000 GEL', '1000 GEL', '1500 GEL']",19
19,5,,1.3,1.0,"['2000 GEL', '3000 GEL', '1000 GEL', '1000 GEL']",0
19,6,,3.0,1.6,"['2000 GEL', '1000 GEL', '1000 GEL', '3500 GEL', '1000 GEL', '3000 GEL', '3500 GEL']",19
19,7,,3.0,2.9000000000000004,"['1000 GEL', '3000 GEL', '3500 GEL', '1000 GEL', '3000 GEL', '1500 GEL', '3500 GEL', '2000 GEL', '3500 GEL', '1500 GEL', '2000 GEL']",19
19,8,,3.0,1.7,"['3000 GEL', '1500 GEL', '3500 GEL', '3000 GEL', '3500 GEL']",15
19,9,,3.0,1.0,"['3000 GEL', 'BMW M4', '2000 GEL', '3000 GEL', '3000 GEL']",3
19,10,,3.0,2.6,"['1000 GEL', '1500 GEL', '2000 GEL', '3500 GEL', '1000 GEL', '1000 GEL', '1000 GEL', '3500 GEL', '3000 GEL', 'CyberTruck', '1500 GEL']",2
20,1,,3.0,1.0,"['1500 GEL', '2000 GEL', '3000 GEL', '1500 GEL', '2000 GEL', '3500 GEL']",20
20,2,,3.0,1.0,"['1500 GEL', '1500 GEL', '3000 GEL', '3500 GEL', '1500 GEL', '2000 GEL', '1000 GEL', '2000 GEL', '1000 GEL']",20
20,3,,3.0,3.8,"['1500 GEL', '2000 GEL', '1000 GEL', '1500 GEL', '3500 GEL', '2000 GEL', '1500 GEL', '2000 GEL', '1500 GEL']",20
20,4,,3.0,2.4,"['3500 GEL', '3000 GEL', '3500 GEL', '3000 GEL', '1000 GEL', '1500 GEL']",20
20,5,,1.3,1.0,"['2000 GEL', '3000 GEL', '1000 GEL', '1000 GEL']",0
20,6,,3.0,1.6,"['2000 GEL', '1000 GEL', '1000 GEL', '3500 GEL', '1000 GEL', '3000 GEL', '3500 GEL']",20
20,7,,3.0,2.9000000000000004,"['1000 GEL', '3000 GEL', '3500 GEL', '1000 GEL', '3000 GEL', '1500 GEL', '3500 GEL', '2000 GEL', '3500 GEL', '1500 GEL', '2000 GEL']",20
20,8,,3.0,1.7,"['3000 GEL', '1500 GEL', '3500 GEL', '3000 GEL', '3500 GEL']",16
20,9,,3.0,1.0,"['3000 GEL', 'BMW M4', '2000 GEL', '3000 GEL', '3000 GEL']",3
20,10,,3.0,2.6,"['1000 GEL', '1500 GEL', '2000 GEL', '3500 GEL', '1000 GEL', '1000 GEL', '1000 GEL', '3500 GEL', '3000 GEL', 'CyberTruck', '1500 GEL']",2
21,1,,3.0,1.0,"['1500 GEL', '2000 GEL', '3000 GEL', '1500 GEL', '2000 GEL', '3500 GEL']",21
21,2,,3.0,1.0,"['1500 GEL', '1500 GEL', '3000 GEL', '3500 GEL', '1500 GEL', '2000 GEL', '1000 GEL', '2000 GEL', '1000 GEL']",21
21,3,,3.0,3.8,"['1500 GEL', '2000 GEL', '1000 GEL', '1500 GEL', '3500 GEL', '2000 GEL', '1500 GEL', '2000 GEL', '1500 GEL']",21
21,4,,3.0,2.4,"['3500 GEL', '3000 GEL', '3500 GEL', '3000 GEL', '1000 GEL', '1500 GEL']",21
21,5,,1.3,1.0,"['2000 GEL', '3000 GEL', '1000 GEL', '1000 GEL']",0
21,6,,3.0,1.6,"['2000 GEL', '1000 GEL', '1000 GEL', '3500 GEL', '1000 GEL', '3000 GEL', '3500 GEL']",21
21,7,,3.0,2.9000000000000004,"['1000 GEL', '3000 GEL', '3500 GEL', '1000 GEL', '3000 GEL', '1500 GEL', '3500 GEL', '2000 GEL', '3500 GEL', '1500 GEL', '2000 GEL']",21
21,8,,3.0,1.7,"['3000 GEL', '1500 GEL', '3500 GEL', '3000 GEL', '3500 GEL']",17
21,9,,3.0,1.0,"['3000 GEL', 'BMW M4', '2000 GEL', '3000 GEL', '3000 GEL']",3
21,10,,3.0,2.6,"['1000 GEL', '1500 GEL', '2000 GEL', '3500 GEL', '1000 GEL', '1000 GEL', '1000 GEL', '3500 GEL', '3000 GEL', 'CyberTruck', '1500 GEL']",2
22,1,,3.0,1.0,"['1500 GEL', '2000 GEL', '3000 GEL', '1500 GEL', '2000 GEL', '3500 GEL']",22
22,2,,3.0,1.0,"['1500 GEL', '1500 GEL', '3000 GEL', '3500 GEL', '1500 GEL', '2000 GEL', '1000 GEL', '2000 GEL', '1000 GEL']",22
22,3,,3.0,3.8,"['1500 GEL', '2000 GEL', '1000 GEL', '1500 GEL', '3500 GEL', '2000 GEL', '1500 GEL', '2000 GEL', '1500 GEL']",22
22,4,,3.0,2.4,"['3500 GEL', '3000 GEL', '3500 GEL', '3000 GEL', '1000 GEL', '1500 GEL']",22
22,5,,1.3,1.0,"['2000 GEL', '3000 GEL', '1000 GEL', '1000 GEL']",0
22,6,,3.0,1.6,"['2000 GEL', '1000 GEL', '1000 GEL', '3500 GEL', '1000 GEL', '3000 GEL', '3500 GEL']",22
22,7,,3.0,3.4000000000000004,"['1000 GEL', '3000 GEL', '3500 GEL', '1000 GEL', '3000 GEL', '1500 GEL', '3500 GEL', '2000 GEL', '3500 GEL', '1500 GEL', '2000 GEL']",22
22,8,,3.0,1.7,"['3000 GEL', '1500 GEL', '3500 GEL', '3000 GEL', '3500 GEL']",18
22,9,,3.0,1.0,"['3000 GEL', 'BMW M4', '2000 GEL', '3000 GEL', '3000 GEL']",4
22,10,,3.0,2.6,"['1000 GEL', '1500 GEL', '2000 GEL', '3500 GEL', '1000 GEL', '1000 GEL', '1000 GEL', '3500 GEL', '3000 GEL', 'CyberTruck', '1500 GEL']",2
23,1,,3.0,1.5,"['1500 GEL', '2000 GEL', '3000 GEL', '1500 GEL', '2000 GEL', '3500 GEL']",23
23,2,,3.0,1.0,"['1500 GEL', '1500 GEL', '3000 GEL', '3500 GEL', '1500 GEL', '2000 GEL', '1000 GEL', '2000 GEL', '1000 GEL']",23
23,3,,3.0,3.8,"['1500 GEL', '2000 GEL', '1000 GEL', '1500 GEL', '3500 GEL', '2000 GEL', '1500 GEL', '2000 GEL', '1500 GEL']",23
23,4,,3.0,2.4,"['3500 GEL', '3000 GEL', '3500 GEL', '3000 GEL', '1000 GEL', '1500 GEL']",23
23,5,,1.3,1.0,"['2000 GEL', '3000 GEL', '1000 GEL', '1000 GEL']",0
23,6,,3.0,1.6,"['2000 GEL', '1000 GEL', '1000 GEL', '3500 GEL', '1000 GEL', '3000 GEL', '3500 GEL']",23
23,7,,3.0,3.4000000000000004,"['1000 GEL', '3000 GEL', '3500 GEL', '1000 GEL', '3000 GEL', '1500 GEL', '3500 GEL', '2000 GEL', '3500 GEL', '1500 GEL', '2000 GEL']",23
23,8,,3.0,1.7,"['3000 GEL', '1500 GEL', '3500 GEL', '3000 GEL', '3500 GEL']",19
23,9,,3.0,1.0,"['3000 GEL', 'BMW M4', '2000 GEL', '3000 GEL', '3000 GEL']",4
23,10,,3.0,2.6,"['1000 GEL', '1500 GEL', '2000 GEL', '3500 GEL', '1000 GEL', '1000 GEL', '1000 GEL', '3500 GEL', '3000 GEL', 'CyberTruck', '1500 GEL']",3
24,1,,3.0,1.5,"['1500 GEL', '2000 GEL', '3000 GEL', '1500 GEL', '2000 GEL', '3500 GEL']",24
24,2,,3.0,1.0,"['1500 GEL', '1500 GEL', '3000 GEL', '3500 GEL', '1500 GEL', '2000 GEL', '1000 GEL', '2000 GEL', '1000 GEL']",24
24,3,,3.0,4.3999999999999995,"['1500 GEL', '2000 GEL', '1000 GEL', '1500 GEL', '3500 GEL', '2000 GEL', '1500 GEL', '2000 GEL', '1500 GEL']",24
24,4,,3.0,2.4,"['3500 GEL', '3000 GEL', '3500 GEL', '3000 GEL', '1000 GEL', '1500 GEL']",24
24,5,,1.3,1.0,"['2000 GEL', '3000 GEL', '1000 GEL', '1000 GEL']",0
24,6,,3.0,1.6,"['2000 GEL', '1000 GEL', '1000 GEL', '3500 GEL', '1000 GEL', '3000 GEL', '3500 GEL']",24
24,7,,3.0,3.4000000000000004,"['1000 GEL', '3000 GEL', '3500 GEL', '1000 GEL', '3000 GEL', '1500 GEL', '3500 GEL', '2000 GEL', '3500 GEL', '1500 GEL', '2000 GEL']",24
24,8,,3.0,1.7,"['3000 GEL', '1500 GEL', '3500 GEL', '3000 GEL', '3500 GEL']",20
24,9,,3.0,1.0,"['3000 GEL', 'BMW M4', '2000 GEL', '3000 GEL', '3000 GEL']",5
24,10,,3.0,2.6,"['1000 GEL', '1500 GEL', '2000 GEL', '3500 GEL', '1000 GEL', '1000 GEL', '1000 GEL', '3500 GEL', '3000 GEL', 'CyberTruck', '1500 GEL']",3
25,1,,3.0,1.5,"['1500 GEL', '2000 GEL', '3000 GEL', '1500 GEL', '2000 GEL', '3500 GEL']",25
25,2,,3.0,1.0,"['1500 GEL', '1500 GEL', '3000 GEL', '3500 GEL', '1500 GEL', '2000 GEL', '1000 GEL', '2000 GEL', '1000 GEL']",25
25,3,,3.0,4.3999999999999995,"['1500 GEL', '2000 GEL', '1000 GEL', '1500 GEL', '3500 GEL', '2000 GEL', '1500 GEL', '2000 GEL', '1500 GEL']",25
25,4,,3.0,2.4,"['3500 GEL', '3000 GEL', '3500 GEL', '3000 GEL', '1000 GEL', '1500 GEL']",25
25,5,,1.3,1.0,"['2000 GEL', '3000 GEL', '1000 GEL', '1000 GEL']",0
25,6,,3.0,1.6,"['2000 GEL', '1000 GEL', '1000 GEL', '3500 GEL', '1000 GEL', '3000 GEL', '3500 GEL']",25
25,7,,3.0,4.1000000000000005,"['1000 GEL', '3000 GEL', '3500 GEL', '1000 GEL', '3000 GEL', '1500 GEL', '3500 GEL', '2000 GEL', '3500 GEL', '1500 GEL', '2000 GEL']",25
25,8,,3.0,1.7,"['3000 GEL', '1500 GEL', '3500 GEL', '3000 GEL', '3500 GEL']",21
25,9,,3.0,1.0,"['3000 GEL', 'BMW M4', '2000 GEL', '3000 GEL', '3000 GEL']",5
25,10,,3.0,2.6,"['1000 GEL', '1500 GEL', '2000 GEL', '3500 GEL', '1000 GEL', '1000 GEL', '1000 GEL', '3500 GEL', '3000 GEL', 'CyberTruck', '1500 GEL']",3
26,1,,3.0,1.5,"['1500 GEL', '2000 GEL', '3000 GEL', '1500 GEL', '2000 GEL', '3500 GEL']",26
26,2,,3.0,1.0,"['1500 GEL', '1500 GEL', '3000 GEL', '3500 GEL', '1500 GEL', '2000 GEL', '1000 GEL', '2000 GEL', '1000 GEL']",26
26,3,,3.0,4.3999999999999995,"['1500 GEL', '2000 GEL', '1000 GEL', '1500 GEL', '3500 GEL', '2000 GEL', '1500 GEL', '2000 GEL', '1500 GEL']",26
26,4,,3.0,2.4,"['3500 GEL', '3000 GEL', '3500 GEL', '3000 GEL', '1000 GEL', '1500 GEL']",26
26,5,,1.3,1.0,"['2000 GEL', '3000 GEL', '1000 GEL', '1000 GEL']",0
26,6,,3.0,1.6,"['2000 GEL', '1000 GEL', '1000 GEL', '3500 GEL', '1000 GEL', '3000 GEL', '3500 GEL']",26
26,7,,3.0,4.1000000000000005,"['1000 GEL', '3000 GEL', '3500 GEL', '1000 GEL', '3000 GEL', '1500 GEL', '3500 GEL', '2000 GEL', '3500 GEL', '1500 GEL', '2000 GEL']",26
26,8,,3.0,1.7,"['3000 GEL', '1500 GEL', '3500 GEL', '3000 GEL', '3500 GEL']",22
26,9,,3.0,1.0,"['3000 GEL', 'BMW M4', '2000 GEL', '3000 GEL', '3000 GEL']",5
26,10,,3.0,3.3,"['1000 GEL', '1500 GEL', '2000 GEL', '3500 GEL', '1000 GEL', '1000 GEL', '1000 GEL', '3500 GEL', '3000 GEL', 'CyberTruck', '1500 GEL']",4
27,1,,3.0,1.5,"['1500 GEL', '2000 GEL', '3000 GEL', '1500 GEL', '2000 GEL', '3500 GEL']",27
27,2,,3.0,1.0,"['1500 GEL', '1500 GEL', '3000 GEL', '3500 GEL', '1500 GEL', '2000 GEL', '1000 GEL', '2000 GEL', '1000 GEL']",27
27,3,,3.0,4.3999999999999995,"['1500 GEL', '2000 GEL', '1000 GEL', '1500 GEL', '3500 GEL', '2000 GEL', '1500 GEL', '2000 GEL', '1500 GEL']",27
27,4,,3.0,2.4,"['3500 GEL', '3000 GEL', '3500 GEL', '3000 GEL', '1000 GEL', '1500 GEL']",27
27,5,,1.3,1.0,"['2000 GEL', '3000 GEL', '1000 GEL', '1000 GEL']",0
27,6,,3.0,1.6,"['2000 GEL', '1000 GEL', '1000 GEL', '3500 GEL', '1000 GEL', '3000 GEL', '3500 GEL']",27
27,7,,3.0,4.1000000000000005,"['1000 GEL', '3000 GEL', '3500 GEL', '1000 GEL', '3000 GEL', '1500 GEL', '3500 GEL', '2000 GEL', '3500 GEL', '1500 GEL', '2000 GEL']",27
27,8,,3.0,1.7,"['3000 GEL', '1500 GEL', '3500 GEL', '3000 GEL', '3500 GEL']",23
27,9,,3.0,1.0,"['3000 GEL', 'BMW M4', '2000 GEL', '3000 GEL', '3000 GEL']",5
27,10,,3.0,3.3,"['1000 GEL', '1500 GEL', '2000 GEL', '3500 GEL', '1000 GEL', '1000 GEL', '1000 GEL', '3500 GEL', '3000 GEL', 'CyberTruck', '1500 GEL']",4
28,1,,3.0,1.5,"['1500 GEL', '2000 GEL', '3000 GEL', '1500 GEL', '2000 GEL', '3500 GEL']",28
28,2,,3.0,1.0,"['1500 GEL', '1500 GEL', '3000 GEL', '3500 GEL', '1500 GEL', '2000 GEL', '1000 GEL', '2000 GEL', '1000 GEL']",28
28,3,,3.0,4.3999999999999995,"['1500 GEL', '2000 GEL', '1000 GEL', '1500 GEL', '3500 GEL', '2000 GEL', '1500 GEL', '2000 GEL', '1500 GEL']",28
28,4,,3.0,2.4,"['3500 GEL', '3000 GEL', '3500 GEL', '3000 GEL', '1000 GEL', '1500 GEL']",28
28,5,,1.3,1.0,"['2000 GEL', '3000 GEL', '1000 GEL', '1000 GEL']",0
28,6,,3.0,1.6,"['2000 GEL', '1000 GEL', '1000 GEL', '3500 GEL', '1000 GEL', '3000 GEL', '3500 GEL']",28
28,7,,3.0,4.1000000000000005,"['1000 GEL', '3000 GEL', '3500 GEL', '1000 GEL', '3000 GEL', '1500 GEL', '3500 GEL', '2000 GEL', '3500 GEL', '1500 GEL', '2000 GEL']",28
28,8,,3.0,1.7,"['3000 GEL', '1500 GEL', '3500 GEL', '3000 GEL', '3500 GEL']",24
28,9,,3.0,1.0,"['3000 GEL', 'BMW M4', '2000 GEL', '3000 GEL', '3000 GEL']",6
28,10,,3.0,3.3,"['1000 GEL', '1500 GEL', '2000 GEL', '3500 GEL', '1000 GEL', '1000 GEL', '1000 GEL', '3500 GEL', '3000 GEL', 'CyberTruck', '1500 GEL']",5
29,1,,3.0,1.5,"['1500 GEL', '2000 GEL', '3000 GEL', '1500 GEL', '2000 GEL', '3500 GEL']",29
29,2,,3.0,1.0,"['1500 GEL', '1500 GEL', '3000 GEL', '3500 GEL', '1500 GEL', '2000 GEL', '1000 GEL', '2000 GEL', '1000 GEL']",29
29,3,,3.0,4.3999999999999995,"['1500 GEL', '2000 GEL', '1000 GEL', '1500 GEL', '3500 GEL', '2000 GEL', '1500 GEL', '2000 GEL', '1500 GEL']",29
29,4,,3.0,2.4,"['3500 GEL', '3000 GEL', '3500 GEL', '3000 GEL', '1000 GEL', '1500 GEL']",29
29,5,,1.3,1.0,"['2000 GEL', '3000 GEL', '1000 GEL', '1000 GEL']",0
29,6,,3.0,2.1,"['2000 GEL', '1000 GEL', '1000 GEL', '3500 GEL', '1000 GEL', '3000 GEL', '3500 GEL']",29
29,7,,3.0,4.1000000000000005,"['1000 GEL', '3000 GEL', '3500 GEL', '1000 GEL', '3000 GEL', '1500 GEL', '3500 GEL', '2000 GEL', '3500 GEL', '1500 GEL', '2000 GEL']",29
29,8,,3.0,1.7,"['3000 GEL', '1500 GEL', '3500 GEL', '3000 GEL', '3500 GEL']",25
29,9,,3.0,1.0,"['3000 GEL', 'BMW M4', '2000 GEL', '3000 GEL', '3000 GEL']",6
29,10,,3.0,3.3,"['1000 GEL', '1500 GEL', '2000 GEL', '3500 GEL', '1000 GEL', '1000 GEL', '1000 GEL', '3500 GEL', '3000 GEL', 'CyberTruck', '1500 GEL']",5
30,1,,3.0,1.5,"['1500 GEL', '2000 GEL', '3000 GEL', '1500 GEL', '2000 GEL', '3500 GEL']",30
30,2,,3.0,1.5,"['1500 GEL', '1500 GEL', '3000 GEL', '3500 GEL', '1500 GEL', '2000 GEL', '1000 GEL', '2000 GEL', '1000 GEL']",30
30,3,,3.0,4.3999999999999995,"['1500 GEL', '2000 GEL', '1000 GEL', '1500 GEL', '3500 GEL', '2000 GEL', '1500 GEL', '2000 GEL', '1500 GEL']",30
30,4,,3.0,2.4,"['3500 GEL', '3000 GEL', '3500 GEL', '3000 GEL', '1000 GEL', '1500 GEL']",30
30,5,,1.3,1.0,"['2000 GEL', '3000 GEL', '1000 GEL', '1000 GEL']",0
30,6,,3.0,2.1,"['2000 GEL', '1000 GEL', '1000 GEL', '3500 GEL', '1000 GEL', '3000 GEL', '3500 GEL']",30
30,7,,3.0,4.1000000000000005,"['1000 GEL', '3000 GEL', '3500 GEL', '1000 GEL', '3000 GEL', '1500 GEL', '3500 GEL', '2000 GEL', '3500 GEL', '1500 GEL', '2000 GEL']",30
30,8,,3.0,1.7,"['3000 GEL', '1500 GEL', '3500 GEL', '3000 GEL', '3500 GEL']",26
30,9,,3.0,1.0,"['3000 GEL', 'BMW M4', '2000 GEL', '3000 GEL', '3000 GEL']",6
30,10,,3.0,3.3,"['1000 GEL', '1500 GEL', '2000 GEL', '3500 GEL', '1000 GEL', '1000 GEL', '1000 GEL', '3500 GEL', '3000 GEL', 'CyberTruck', '1500 GEL']",5
31,1,,3.0,2.1,"['1500 GEL', '2000 GEL', '3000 GEL', '1500 GEL', '2000 GEL', '3500 GEL']",31
31,2,,3.0,1.5,"['1500 GEL', '1500 GEL', '3000 GEL', '3500 GEL', '1500 GEL', '2000 GEL', '1000 GEL', '2000 GEL', '1000 GEL']",31
31,3,,3.0,4.3999999999999995,"['1500 GEL', '2000 GEL', '1000 GEL', '1500 GEL', '3500 GEL', '2000 GEL', '1500 GEL', '2000 GEL', '1500 GEL']",31
31,4,,3.0,2.4,"['3500 GEL', '3000 GEL', '3500 GEL', '3000 GEL', '1000 GEL', '1500 GEL']",31
31,5,,1.3,1.0,"['2000 GEL', '3000 GEL', '1000 GEL', '1000 GEL']",0
31,6,,3.0,2.1,"['2000 GEL', '1000 GEL', '1000 GEL', '3500 GEL', '1000 GEL', '3000 GEL', '3500 GEL']",31
31,7,,3.0,4.1000000000000005,"['1000 GEL', '3000 GEL', '3500 GEL', '1000 GEL', '3000 GEL', '1500 GEL', '3500 GEL', '2000 GEL', '3500 GEL', '1500 GEL', '2000 GEL']",31
31,8,,3.0,1.7,"['3000 GEL', '1500 GEL', '3500 GEL', '3000 GEL', '3500 GEL']",27
31,9,,3.0,1.0,"['3000 GEL', 'BMW M4', '2000 GEL', '3000 GEL', '3000 GEL']",6
31,10,,3.0,3.3,"['1000 GEL', '1500 GEL', '2000 GEL', '3500 GEL', '1000 GEL', '1000 GEL', '1000 GEL', '3500 GEL', '3000 GEL', 'CyberTruck', '1500 GEL']",5
32,1,,3.0,2.1,"['1500 GEL', '2000 GEL', '3000 GEL', '1500 GEL', '2000 GEL', '3500 GEL']",32
32,2,,3.0,1.5,"['1500 GEL', '1500 GEL', '3000 GEL', '3500 GEL', '1500 GEL', '2000 GEL', '1000 GEL', '2000 GEL', '1000 GEL']",32
32,3,,3.0,4.3999999999999995,"['1500 GEL', '2000 GEL', '1000 GEL', '1500 GEL', '3500 GEL', '2000 GEL', '1500 GEL', '2000 GEL', '1500 GEL']",32
32,4,,3.0,2.4,"['3500 GEL', '3000 GEL', '3500 GEL', '3000 GEL', '1000 GEL', '1500 GEL']",32
32,5,,1.3,1.0,"['2000 GEL', '3000 GEL', '1000 GEL', '1000 GEL']",0
32,6,,3.0,2.1,"['2000 GEL', '1000 GEL', '1000 GEL', '3500 GEL', '1000 GEL', '3000 GEL', '3500 GEL']",32
32,7,,3.0,4.1000000000000005,"['1000 GEL', '3000 GEL', '3500 GEL', '1000 GEL', '3000 GEL', '1500 GEL', '3500 GEL', '2000 GEL', '3500 GEL', '1500 GEL', '2000 GEL']",32
32,8,,3.0,1.7,"['3000 GEL', '1500 GEL', '3500 GEL', '3000 GEL', '3500 GEL']",28
32,9,,3.0,1.7,"['3000 GEL', 'BMW M4', '2000 GEL', '3000 GEL', '3000 GEL']",6
32,10,,3.0,3.3,"['1000 GEL', '1500 GEL', '2000 GEL', '3500 GEL', '1000 GEL', '1000 GEL', '1000 GEL', '3500 GEL', '3000 GEL', 'CyberTruck', '1500 GEL']",5
33,1,,3.0,2.1,"['1500 GEL', '2000 GEL', '3000 GEL', '1500 GEL', '2000 GEL', '3500 GEL']",33
33,2,,3.0,1.5,"['1500 GEL', '1500 GEL', '3000 GEL', '3500 GEL', '1500 GEL', '2000 GEL', '1000 GEL', '2000 GEL', '1000 GEL']",33
33,3,,3.0,4.3999999999999995,"['1500 GEL', '2000 GEL', '1000 GEL', '1500 GEL', '3500 GEL', '2000 GEL', '1500 GEL', '2000 GEL', '1500 GEL']",33
33,4,,3.0,3.0999999999999996,"['3500 GEL', '3000 GEL', '3500 GEL', '3000 GEL', '1000 GEL', '1500 GEL']",33
33,5,,1.3,1.0,"['2000 GEL', '3000 GEL', '1000 GEL', '1000 GEL']",0
33,6,,3.0,2.1,"['2000 GEL', '1000 GEL', '1000 GEL', '3500 GEL', '1000 GEL', '3000 GEL', '3500 GEL']",33
33,7,,3.0,4.1000000000000005,"['1000 GEL', '3000 GEL', '3500 GEL', '1000 GEL', '3000 GEL', '1500 GEL', '3500 GEL', '2000 GEL', '3500 GEL', '1500 GEL', '2000 GEL']",33
33,8,,3.0,1.7,"['3000 GEL', '1500 GEL', '3500 GEL', '3000 GEL', '3500 GEL']",29
33,9,,3.0,1.7,"['3000 GEL', 'BMW M4', '2000 GEL', '3000 GEL', '3000 GEL']",7
33,10,,3.0,3.3,"['1000 GEL', '1500 GEL', '2000 GEL', '3500 GEL', '1000 GEL', '1000 GEL', '1000 GEL', '3500 GEL', '3000 GEL', 'CyberTruck', '1500 GEL']",5
34,1,,3.0,2.1,"['1500 GEL', '2000 GEL', '3000 GEL', '1500 GEL', '2000 GEL', '3500 GEL']",34
34,2,,3.0,1.5,"['1500 GEL', '1500 GEL', '3000 GEL', '3500 GEL', '1500 GEL', '2000 GEL', '1000 GEL', '2000 GEL', '1000 GEL']",34
34,3,,3.0,4.3999999999999995,"['1500 GEL', '2000 GEL', '1000 GEL', '1500 GEL', '3500 GEL', '2000 GEL', '1500 GEL', '2000 GEL', '1500 GEL']",34
34,4,,3.0,3.0999999999999996,"['3500 GEL', '3000 GEL', '3500 GEL', '3000 GEL', '1000 GEL', '1500 GEL']",34
34,5,,1.3,1.0,"['2000 GEL', '3000 GEL', '1000 GEL', '1000 GEL']",0
34,6,,3.0,2.1,"['2000 GEL', '1000 GEL', '1000 GEL', '3500 GEL', '1000 GEL', '3000 GEL', '3500 GEL']",34
34,7,,3.0,4.1000000000000005,"['1000 GEL', '3000 GEL', '3500 GEL', '1000 GEL', '3000 GEL', '1500 GEL', '3500 GEL', '2000 GEL', '3500 GEL', '1500 GEL', '2000 GEL']",34
34,8,,3.0,1.7,"['3000 GEL', '1500 GEL', '3500 GEL', '3000 GEL', '3500 GEL']",30
34,9,,3.0,1.7,"['3000 GEL', 'BMW M4', '2000 GEL', '3000 GEL', '3000 GEL']",8
34,10,,3.0,3.3,"['1000 GEL', '1500 GEL', '2000 GEL', '3500 GEL', '1000 GEL', '1000 GEL', '1000 GEL', '3500 GEL', '3000 GEL', 'CyberTruck', '1500 GEL']",5
35,1,,3.0,2.1,"['1500 GEL', '2000 GEL', '3000 GEL', '1500 GEL', '2000 GEL', '3500 GEL']",35
35,2,,3.0,1.5,"['1500 GEL', '1500 GEL', '3000 GEL', '3500 GEL', '1500 GEL', '2000 GEL', '1000 GEL', '2000 GEL', '1000 GEL']",35
35,3,,3.0,4.3999999999999995,"['1500 GEL', '2000 GEL', '1000 GEL', '1500 GEL', '3500 GEL', '2000 GEL', '1500 GEL', '2000 GEL', '1500 GEL']",35
35,4,,3.0,3.0999999999999996,"['3500 GEL', '3000 GEL', '3500 GEL', '3000 GEL', '1000 GEL', '1500 GEL']",35
35,5,,1.3,1.0,"['2000 GEL', '3000 GEL', '1000 GEL', '1000 GEL']",0
35,6,,3.0,2.1,"['2000 GEL', '1000 GEL', '1000 GEL', '3500 GEL', '1000 GEL', '3000 GEL', '3500 GEL']",35
35,7,,3.0,4.1000000000000005,"['1000 GEL', '3000 GEL', '3500 GEL', '1000 GEL', '3000 GEL', '1500 GEL', '3500 GEL', '2000 GEL', '3500 GEL', '1500 GEL', '2000 GEL']",35
35,8,,3.0,1.7,"['3000 GEL', '1500 GEL', '3500 GEL', '3000 GEL', '3500 GEL']",31
35,9,,3.0,1.7,"['3000 GEL', 'BMW M4', '2000 GEL', '3000 GEL', '3000 GEL']",9
35,10,,3.0,3.3,"['1000 GEL', '1500 GEL', '2000 GEL', '3500 GEL', '1000 GEL', '1000 GEL', '1000 GEL', '3500 GEL', '3000 GEL', 'CyberTruck', '1500 GEL']",5
36,1,,3.0,2.1,"['1500 GEL', '2000 GEL', '3000 GEL', '1500 GEL', '2000 GEL', '3500 GEL']",36
36,2,,3.0,1.5,"['1500 GEL', '1500 GEL', '3000 GEL', '3500 GEL', '1500 GEL', '2000 GEL', '1000 GEL', '2000 GEL', '1000 GEL']",36
36,3,,3.0,4.3999999999999995,"['1500 GEL', '2000 GEL', '1000 GEL', '1500 GEL', '3500 GEL', '2000 GEL', '1500 GEL', '2000 GEL', '1500 GEL']",36
36,4,,3.0,3.0999999999999996,"['3500 GEL', '3000 GEL', '3500 GEL', '3000 GEL', '1000 GEL', '1500 GEL']",36
36,5,,1.3,1.0,"['2000 GEL', '3000 GEL', '1000 GEL', '1000 GEL']",0
36,6,,3.0,2.6,"['2000 GEL', '1000 GEL', '1000 GEL', '3500 GEL', '1000 GEL', '3000 GEL', '3500 GEL']",36
36,7,,3.0,4.1000000000000005,"['1000 GEL', '3000 GEL', '3500 GEL', '1000 GEL', '3000 GEL', '1500 GEL', '3500 GEL', '2000 GEL', '3500 GEL', '1500 GEL', '2000 GEL']",36
36,8,,3.0,1.7,"['3000 GEL', '1500 GEL', '3500 GEL', '3000 GEL', '3500 GEL']",32
36,9,,3.0,1.7,"['3000 GEL', 'BMW M4', '2000 GEL', '3000 GEL', '3000 GEL']",9
36,10,,3.0,3.3,"['1000 GEL', '1500 GEL', '2000 GEL', '3500 GEL', '1000 GEL', '1000 GEL', '1000 GEL', '3500 GEL', '3000 GEL', 'CyberTruck', '1500 GEL']",5
