Step,AgentID,ticketsCount,campaign_impact_factor,hasWonImpactFactor,prize_wins,new_order_count
37,1,,3.0,2.1,"['1500 GEL', '2000 GEL', '3000 GEL', '1500 GEL', '2000 GEL', '3500 GEL']",37
37,2,,3.0,1.5,"['1500 GEL', '1500 GEL', '3000 GEL', '3500 GEL', '1500 GEL', '2000 GEL', '1000 GEL', '2000 GEL', '1000 GEL']",37
37,3,,3.0,4.3999999999999995,"['1500 GEL', '2000 GEL', '1000 GEL', '1500 GEL', '3500 GEL', '2000 GEL', '1500 GEL', '2000 GEL', '1500 GEL']",37
37,4,,3.0,3.0999999999999996,"['3500 GEL', '3000 GEL', '3500 GEL', '3000 GEL', '1000 GEL', '1500 GEL']",37
37,5,,1.3,1.0,"['2000 GEL', '3000 GEL', '1000 GEL', '1000 GEL']",0
37,6,,3.0,2.6,"['2000 GEL', '1000 GEL', '1000 GEL', '3500 GEL', '1000 GEL', '3000 GEL', '3500 GEL']",37
37,7,,3.0,4.6000000000000005,"['1000 GEL', '3000 GEL', '3500 GEL', '1000 GEL', '3000 GEL', '1500 GEL', '3500 GEL', '2000 GEL', '3500 GEL', '1500 GEL', '2000 GEL']",37
37,8,,3.0,1.7,"['3000 GEL', '1500 GEL', '3500 GEL', '3000 GEL', '3500 GEL']",33
37,9,,3.0,1.7,"['3000 GEL', 'BMW M4', '2000 GEL', '3000 GEL', '3000 GEL']",10
37,10,,3.0,3.3,"['1000 GEL', '1500 GEL', '2000 GEL', '3500 GEL', '1000 GEL', '1000 GEL', '1000 GEL', '3500 GEL', '3000 GEL', 'CyberTruck', '1500 GEL']",5
38,1,,3.0,2.1,"['1500 GEL', '2000 GEL', '3000 GEL', '1500 GEL', '2000 GEL', '3500 GEL']",38
38,2,,3.0,1.5,"['1500 GEL', '1500 GEL', '3000 GEL', '3500 GEL', '1500 GEL', '2000 GEL', '1000 GEL', '2000 GEL', '1000 GEL']",38
38,3,,3.0,4.3999999999999995,"['1500 GEL', '2000 GEL', '1000 GEL', '1500 GEL', '3500 GEL', '2000 GEL', '1500 GEL', '2000 GEL', '1500 GEL']",38
38,4,,3.0,3.0999999999999996,"['3500 GEL', '3000 GEL', '3500 GEL', '3000 GEL', '1000 GEL', '1500 GEL']",38
38,5,,1.9,1.6,"['2000 GEL', '3000 GEL', '1000 GEL', '1000 GEL']",0
38,6,,3.0,2.6,"['2000 GEL', '1000 GEL', '1000 GEL', '3500 GEL', '1000 GEL', '3000 GEL', '3500 GEL']",38
38,7,,3.0,4.6000000000000005,"['1000 GEL', '3000 GEL', '3500 GEL', '1000 GEL', '3000 GEL', '1500 GEL', '3500 GEL', '2000 GEL', '3500 GEL', '1500 GEL', '2000 GEL']",38
38,8,,3.0,1.7,"['3000 GEL', '1500 GEL', '3500 GEL', '3000 GEL', '3500 GEL']",34
38,9,,3.0,1.7,"['3000 GEL', 'BMW M4', '2000 GEL', '3000 GEL', '3000 GEL']",10
38,10,,3.0,3.3,"['1000 GEL', '1500 GEL', '2000 GEL', '3500 GEL', '1000 GEL', '1000 GEL', '1000 GEL', '3500 GEL', '3000 GEL', 'CyberTruck', '1500 GEL']",5
39,1,,3.0,2.1,"['1500 GEL', '2000 GEL', '3000 GEL', '1500 GEL', '2000 GEL', '3500 GEL']",39
39,2,,3.0,1.5,"['1500 GEL', '1500 GEL', '3000 GEL', '3500 GEL', '1500 GEL', '2000 GEL', '1000 GEL', '2000 GEL', '1000 GEL']",39
39,3,,3.0,4.3999999999999995,"['1500 GEL', '2000 GEL', '1000 GEL', '1500 GEL', '3500 GEL', '2000 GEL', '1500 GEL', '2000 GEL', '1500 GEL']",39
39,4,,3.0,3.8,"['3500 GEL', '3000 GEL', '3500 GEL', '3000 GEL', '1000 GEL', '1500 GEL']",39
39,5,,1.9,1.6,"['2000 GEL', '3000 GEL', '1000 GEL', '1000 GEL']",0
39,6,,3.0,2.6,"['2000 GEL', '1000 GEL', '1000 GEL', '3500 GEL', '1000 GEL', '3000 GEL', '3500 GEL']",39
39,7,,3.0,4.6000000000000005,"['1000 GEL', '3000 GEL', '3500 GEL', '1000 GEL', '3000 GEL', '1500 GEL', '3500 GEL', '2000 GEL', '3500 GEL', '1500 GEL', '2000 GEL']",39
39,8,,3.0,1.7,"['3000 GEL', '1500 GEL', '3500 GEL', '3000 GEL', '3500 GEL']",35
39,9,,3.0,1.7,"['3000 GEL', 'BMW M4', '2000 GEL', '3000 GEL', '3000 GEL']",10
39,10,,3.0,3.3,"['1000 GEL', '1500 GEL', '2000 GEL', '3500 GEL', '1000 GEL', '1000 GEL', '1000 GEL', '3500 GEL', '3000 GEL', 'CyberTruck', '1500 GEL']",6
40,1,,3.0,2.1,"['1500 GEL', '2000 GEL', '3000 GEL', '1500 GEL', '2000 GEL', '3500 GEL']",40
40,2,,3.0,1.5,"['1500 GEL', '1500 GEL', '3000 GEL', '3500 GEL', '1500 GEL', '2000 GEL', '1000 GEL', '2000 GEL', '1000 GEL']",40
40,3,,3.0,4.3999999999999995,"['1500 GEL', '2000 GEL', '1000 GEL', '1500 GEL', '3500 GEL', '2000 GEL', '1500 GEL', '2000 GEL', '1500 GEL']",40
40,4,,3.0,3.8,"['3500 GEL', '3000 GEL', '3500 GEL', '3000 GEL', '1000 GEL', '1500 GEL']",40
40,5,,1.9,1.6,"['2000 GEL', '3000 GEL', '1000 GEL', '1000 GEL']",0
40,6,,3.0,3.3,"['2000 GEL', '1000 GEL', '1000 GEL', '3500 GEL', '1000 GEL', '3000 GEL', '3500 GEL']",40
40,7,,3.0,4.6000000000000005,"['1000 GEL', '3000 GEL', '3500 GEL', '1000 GEL', '3000 GEL', '1500 GEL', '3500 GEL', '2000 GEL', '3500 GEL', '1500 GEL', '2000 GEL']",40
40,8,,3.0,1.7,"['3000 GEL', '1500 GEL', '3500 GEL', '3000 GEL', '3500 GEL']",36
40,9,,3.0,1.7,"['3000 GEL', 'BMW M4', '2000 GEL', '3000 GEL', '3000 GEL']",11
40,10,,3.0,3.3,"['1000 GEL', '1500 GEL', '2000 GEL', '3500 GEL', '1000 GEL', '1000 GEL', '1000 GEL', '3500 GEL', '3000 GEL', 'CyberTruck', '1500 GEL']",6
41,1,,3.0,2.1,"['1500 GEL', '2000 GEL', '3000 GEL', '1500 GEL', '2000 GEL', '3500 GEL']",41
41,2,,3.0,1.5,"['1500 GEL', '1500 GEL', '3000 GEL', '3500 GEL', '1500 GEL', '2000 GEL', '1000 GEL', '2000 GEL', '1000 GEL']",41
41,3,,3.0,4.3999999999999995,"['1500 GEL', '2000 GEL', '1000 GEL', '1500 GEL', '3500 GEL', '2000 GEL', '1500 GEL', '2000 GEL', '1500 GEL']",41
41,4,,3.0,3.8,"['3500 GEL', '3000 GEL', '3500 GEL', '3000 GEL', '1000 GEL', '1500 GEL']",41
41,5,,1.9,1.6,"['2000 GEL', '3000 GEL', '1000 GEL', '1000 GEL']",0
41,6,,3.0,3.3,"['2000 GEL', '1000 GEL', '1000 GEL', '3500 GEL', '1000 GEL', '3000 GEL', '3500 GEL']",41
41,7,,3.0,4.6000000000000005,"['1000 GEL', '3000 GEL', '3500 GEL', '1000 GEL', '3000 GEL', '1500 GEL', '3500 GEL', '2000 GEL', '3500 GEL', '1500 GEL', '2000 GEL']",41
41,8,,3.0,1.7,"['3000 GEL', '1500 GEL', '3500 GEL', '3000 GEL', '3500 GEL']",37
41,9,,3.0,1.7,"['3000 GEL', 'BMW M4', '2000 GEL', '3000 GEL', '3000 GEL']",12
41,10,,3.0,3.3,"['1000 GEL', '1500 GEL', '2000 GEL', '3500 GEL', '1000 GEL', '1000 GEL', '1000 GEL', '3500 GEL', '3000 GEL', 'CyberTruck', '1500 GEL']",7
42,1,,3.0,2.1,"['1500 GEL', '2000 GEL', '3000 GEL', '1500 GEL', '2000 GEL', '3500 GEL']",42
42,2,,3.0,1.5,"['1500 GEL', '1500 GEL', '3000 GEL', '3500 GEL', '1500 GEL', '2000 GEL', '1000 GEL', '2000 GEL', '1000 GEL']",42
42,3,,3.0,4.3999999999999995,"['1500 GEL', '2000 GEL', '1000 GEL', '1500 GEL', '3500 GEL', '2000 GEL', '1500 GEL', '2000 GEL', '1500 GEL']",42
42,4,,3.0,3.8,"['3500 GEL', '3000 GEL', '3500 GEL', '3000 GEL', '1000 GEL', '1500 GEL']",42
42,5,,1.9,1.6,"['2000 GEL', '3000 GEL', '1000 GEL', '1000 GEL']",0
42,6,,3.0,3.3,"['2000 GEL', '1000 GEL', '1000 GEL', '3500 GEL', '1000 GEL', '3000 GEL', '3500 GEL']",42
42,7,,3.0,4.6000000000000005,"['1000 GEL', '3000 GEL', '3500 GEL', '1000 GEL', '3000 GEL', '1500 GEL', '3500 GEL', '2000 GEL', '3500 GEL', '1500 GEL', '2000 GEL']",42
42,8,,3.0,1.7,"['3000 GEL', '1500 GEL', '3500 GEL', '3000 GEL', '3500 GEL']",38
42,9,,3.0,1.7,"['3000 GEL', 'BMW M4', '2000 GEL', '3000 GEL', '3000 GEL']",13
42,10,,3.0,3.3,"['1000 GEL', '1500 GEL', '2000 GEL', '3500 GEL', '1000 GEL', '1000 GEL', '1000 GEL', '3500 GEL', '3000 GEL', 'CyberTruck', '1500 GEL']",7
43,1,,3.0,2.1,"['1500 GEL', '2000 GEL', '3000 GEL', '1500 GEL', '2000 GEL', '3500 GEL']",43
43,2,,3.0,1.5,"['1500 GEL', '1500 GEL', '3000 GEL', '3500 GEL', '1500 GEL', '2000 GEL', '1000 GEL', '2000 GEL', '1000 GEL']",43
43,3,,3.0,4.3999999999999995,"['1500 GEL', '2000 GEL', '1000 GEL', '1500 GEL', '3500 GEL', '2000 GEL', '1500 GEL', '2000 GEL', '1500 GEL']",43
43,4,,3.0,4.3,"['3500 GEL', '3000 GEL', '3500 GEL', '3000 GEL', '1000 GEL', '1500 GEL']",43
43,5,,1.9,1.6,"['2000 GEL', '3000 GEL', '1000 GEL', '1000 GEL']",0
43,6,,3.0,3.3,"['2000 GEL', '1000 GEL', '1000 GEL', '3500 GEL', '1000 GEL', '3000 GEL', '3500 GEL']",43
43,7,,3.0,4.6000000000000005,"['1000 GEL', '3000 GEL', '3500 GEL', '1000 GEL', '3000 GEL', '1500 GEL', '3500 GEL', '2000 GEL', '3500 GEL', '1500 GEL', '2000 GEL']",43
43,8,,3.0,1.7,"['3000 GEL', '1500 GEL', '3500 GEL', '3000 GEL', '3500 GEL']",39
43,9,,3.0,1.7,"['3000 GEL', 'BMW M4', '2000 GEL', '3000 GEL', '3000 GEL']",14
43,10,,3.0,3.3,"['1000 GEL', '1500 GEL', '2000 GEL', '3500 GEL', '1000 GEL', '1000 GEL', '1000 GEL', '3500 GEL', '3000 GEL', 'CyberTruck', '1500 GEL']",7
44,1,,3.0,2.1,"['1500 GEL', '2000 GEL', '3000 GEL', '1500 GEL', '2000 GEL', '3500 GEL']",44
44,2,,3.0,2.0,"['1500 GEL', '1500 GEL', '3000 GEL', '3500 GEL', '1500 GEL', '2000 GEL', '1000 GEL', '2000 GEL', '1000 GEL']",44
44,3,,3.0,4.3999999999999995,"['1500 GEL', '2000 GEL', '1000 GEL', '1500 GEL', '3500 GEL', '2000 GEL', '1500 GEL', '2000 GEL', '1500 GEL']",44
44,4,,3.0,4.3,"['3500 GEL', '3000 GEL', '3500 GEL', '3000 GEL', '1000 GEL', '1500 GEL']",44
44,5,,1.9,1.6,"['2000 GEL', '3000 GEL', '1000 GEL', '1000 GEL']",0
44,6,,3.0,3.3,"['2000 GEL', '1000 GEL', '1000 GEL', '3500 GEL', '1000 GEL', '3000 GEL', '3500 GEL']",44
44,7,,3.0,4.6000000000000005,"['1000 GEL', '3000 GEL', '3500 GEL', '1000 GEL', '3000 GEL', '1500 GEL', '3500 GEL', '2000 GEL', '3500 GEL', '1500 GEL', '2000 GEL']",44
44,8,,3.0,1.7,"['3000 GEL', '1500 GEL', '3500 GEL', '3000 GEL', '3500 GEL']",40
44,9,,3.0,1.7,"['3000 GEL', 'BMW M4', '2000 GEL', '3000 GEL', '3000 GEL']",15
44,10,,3.0,3.3,"['1000 GEL', '1500 GEL', '2000 GEL', '3500 GEL', '1000 GEL', '1000 GEL', '1000 GEL', '3500 GEL', '3000 GEL', 'CyberTruck', '1500 GEL']",8
45,1,,3.0,2.1,"['1500 GEL', '2000 GEL', '3000 GEL', '1500 GEL', '2000 GEL', '3500 GEL']",45
45,2,,3.0,2.0,"['1500 GEL', '1500 GEL', '3000 GEL', '3500 GEL', '1500 GEL', '2000 GEL', '1000 GEL', '2000 GEL', '1000 GEL']",45
45,3,,3.0,4.3999999999999995,"['1500 GEL', '2000 GEL', '1000 GEL', '1500 GEL', '3500 GEL', '2000 GEL', '1500 GEL', '2000 GEL', '1500 GEL']",45
45,4,,3.0,4.3,"['3500 GEL', '3000 GEL', '3500 GEL', '3000 GEL', '1000 GEL', '1500 GEL']",45
45,5,,1.9,1.6,"['2000 GEL', '3000 GEL', '1000 GEL', '1000 GEL']",0
45,6,,3.0,3.3,"['2000 GEL', '1000 GEL', '1000 GEL', '3500 GEL', '1000 GEL', '3000 GEL', '3500 GEL']",45
45,7,,3.0,4.6000000000000005,"['1000 GEL', '3000 GEL', '3500 GEL', '1000 GEL', '3000 GEL', '1500 GEL', '3500 GEL', '2000 GEL', '3500 GEL', '1500 GEL', '2000 GEL']",45
45,8,,3.0,1.7,"['3000 GEL', '1500 GEL', '3500 GEL', '3000 GEL', '3500 GEL']",41
45,9,,3.0,1.9,"['3000 GEL', 'BMW M4', '2000 GEL', '3000 GEL', '3000 GEL']",16
45,10,,3.0,3.3,"['1000 GEL', '1500 GEL', '2000 GEL', '3500 GEL', '1000 GEL', '1000 GEL', '1000 GEL', '3500 GEL', '3000 GEL', 'CyberTruck', '1500 GEL']",8
46,1,,3.0,2.8,"['1500 GEL', '2000 GEL', '3000 GEL', '1500 GEL', '2000 GEL', '3500 GEL']",46
46,2,,3.0,2.0,"['1500 GEL', '1500 GEL', '3000 GEL', '3500 GEL', '1500 GEL', '2000 GEL', '1000 GEL', '2000 GEL', '1000 GEL']",46
46,3,,3.0,4.3999999999999995,"['1500 GEL', '2000 GEL', '1000 GEL', '1500 GEL', '3500 GEL', '2000 GEL', '1500 GEL', '2000 GEL', '1500 GEL']",46
46,4,,3.0,4.3,"['3500 GEL', '3000 GEL', '3500 GEL', '3000 GEL', '1000 GEL', '1500 GEL']",46
46,5,,1.9,1.6,"['2000 GEL', '3000 GEL', '1000 GEL', '1000 GEL']",0
46,6,,3.0,3.3,"['2000 GEL', '1000 GEL', '1000 GEL', '3500 GEL', '1000 GEL', '3000 GEL', '3500 GEL']",46
46,7,,3.0,4.6000000000000005,"['1000 GEL', '3000 GEL', '3500 GEL', '1000 GEL', '3000 GEL', '1500 GEL', '3500 GEL', '2000 GEL', '3500 GEL', '1500 GEL', '2000 GEL']",46
46,8,,3.0,1.7,"['3000 GEL', '1500 GEL', '3500 GEL', '3000 GEL', '3500 GEL']",42
46,9,,3.0,1.9,"['3000 GEL', 'BMW M4', '2000 GEL', '3000 GEL', '3000 GEL']",17
46,10,,3.0,3.3,"['1000 GEL', '1500 GEL', '2000 GEL', '3500 GEL', '1000 GEL', '1000 GEL', '1000 GEL', '3500 GEL', '3000 GEL', 'CyberTruck', '1500 GEL']",8
47,1,,3.0,2.8,"['1500 GEL', '2000 GEL', '3000 GEL', '1500 GEL', '2000 GEL', '3500 GEL']",47
47,2,,3.0,2.0,"['1500 GEL', '1500 GEL', '3000 GEL', '3500 GEL', '1500 GEL', '2000 GEL', '1000 GEL', '2000 GEL', '1000 GEL']",47
47,3,,3.0,4.3999999999999995,"['1500 GEL', '2000 GEL', '1000 GEL', '1500 GEL', '3500 GEL', '2000 GEL', '1500 GEL', '2000 GEL', '1500 GEL']",47
47,4,,3.0,4.3,"['3500 GEL', '3000 GEL', '3500 GEL', '3000 GEL', '1000 GEL', '1500 GEL']",47
47,5,,1.9,1.6,"['2000 GEL', '3000 GEL', '1000 GEL', '1000 GEL']",0
47,6,,3.0,3.3,"['2000 GEL', '1000 GEL', '1000 GEL', '3500 GEL', '1000 GEL', '3000 GEL', '3500 GEL']",47
47,7,,3.0,5.300000000000001,"['1000 GEL', '3000 GEL', '3500 GEL', '1000 GEL', '3000 GEL', '1500 GEL', '3500 GEL', '2000 GEL', '3500 GEL', '1500 GEL', '2000 GEL']",47
47,8,,3.0,1.7,"['3000 GEL', '1500 GEL', '3500 GEL', '3000 GEL', '3500 GEL']",43
47,9,,3.0,1.9,"['3000 GEL', 'BMW M4', '2000 GEL', '3000 GEL', '3000 GEL']",18
47,10,,3.0,3.3,"['1000 GEL', '1500 GEL', '2000 GEL', '3500 GEL', '1000 GEL', '1000 GEL', '1000 GEL', '3500 GEL', '3000 GEL', 'CyberTruck', '1500 GEL']",9
48,1,,3.0,2.8,"['1500 GEL', '2000 GEL', '3000 GEL', '1500 GEL', '2000 GEL', '3500 GEL']",48
48,2,,3.0,2.0,"['1500 GEL', '1500 GEL', '3000 GEL', '3500 GEL', '1500 GEL', '2000 GEL', '1000 GEL', '2000 GEL', '1000 GEL']",48
48,3,,3.0,4.3999999999999995,"['1500 GEL', '2000 GEL', '1000 GEL', '1500 GEL', '3500 GEL', '2000 GEL', '1500 GEL', '2000 GEL', '1500 GEL']",48
48,4,,3.0,4.3,"['3500 GEL', '3000 GEL', '3500 GEL', '3000 GEL', '1000 GEL', '1500 GEL']",48
48,5,,1.9,1.6,"['2000 GEL', '3000 GEL', '1000 GEL', '1000 GEL']",0
48,6,,3.0,3.3,"['2000 GEL', '1000 GEL', '1000 GEL', '3500 GEL', '1000 GEL', '3000 GEL', '3500 GEL']",48
48,7,,3.0,5.300000000000001,"['1000 GEL', '3000 GEL', '3500 GEL', '1000 GEL', '3000 GEL', '1500 GEL', '3500 GEL', '2000 GEL', '3500 GEL', '1500 GEL', '2000 GEL']",48
48,8,,3.0,1.7,"['3000 GEL', '1500 GEL', '3500 GEL', '3000 GEL', '3500 GEL']",44
48,9,,3.0,1.9,"['3000 GEL', 'BMW M4', '2000 GEL', '3000 GEL', '3000 GEL']",19
48,10,,3.0,3.3,"['1000 GEL', '1500 GEL', '2000 GEL', '3500 GEL', '1000 GEL', '1000 GEL', '1000 GEL', '3500 GEL', '3000 GEL', 'CyberTruck', '1500 GEL']",9
49,1,,3.0,2.8,"['1500 GEL', '2000 GEL', '3000 GEL', '1500 GEL', '2000 GEL', '3500 GEL']",49
49,2,,3.0,2.0,"['1500 GEL', '1500 GEL', '3000 GEL', '3500 GEL', '1500 GEL', '2000 GEL', '1000 GEL', '2000 GEL', '1000 GEL']",49
49,3,,3.0,4.3999999999999995,"['1500 GEL', '2000 GEL', '1000 GEL', '1500 GEL', '3500 GEL', '2000 GEL', '1500 GEL', '2000 GEL', '1500 GEL']",49
49,4,,3.0,4.3,"['3500 GEL', '3000 GEL', '3500 GEL', '3000 GEL', '1000 GEL', '1500 GEL']",49
49,5,,1.9,1.6,"['2000 GEL', '3000 GEL', '1000 GEL', '1000 GEL']",0
49,6,,3.0,3.3,"['2000 GEL', '1000 GEL', '1000 GEL', '3500 GEL', '1000 GEL', '3000 GEL', '3500 GEL']",49
49,7,,3.0,5.300000000000001,"['1000 GEL', '3000 GEL', '3500 GEL', '1000 GEL', '3000 GEL', '1500 GEL', '3500 GEL', '2000 GEL', '3500 GEL', '1500 GEL', '2000 GEL']",49
49,8,,3.0,1.7,"['3000 GEL', '1500 GEL', '3500 GEL', '3000 GEL', '3500 GEL']",45
49,9,,3.0,1.9,"['3000 GEL', 'BMW M4', '2000 GEL', '3000 GEL', '3000 GEL']",20
49,10,,3.0,3.3,"['1000 GEL', '1500 GEL', '2000 GEL', '3500 GEL', '1000 GEL', '1000 GEL', '1000 GEL', '3500 GEL', '3000 GEL', 'CyberTruck', '1500 GEL']",9
50,1,,3.0,2.8,"['1500 GEL', '2000 GEL', '3000 GEL', '1500 GEL', '2000 GEL', '3500 GEL']",50
50,2,,3.0,2.0,"['1500 GEL', '1500 GEL', '3000 GEL', '3500 GEL', '1500 GEL', '2000 GEL', '1000 GEL', '2000 GEL', '1000 GEL']",50
50,3,,3.0,4.3999999999999995,"['1500 GEL', '2000 GEL', '1000 GEL', '1500 GEL', '3500 GEL', '2000 GEL', '1500 GEL', '2000 GEL', '1500 GEL']",50
50,4,,3.0,4.3,"['3500 GEL', '3000 GEL', '3500 GEL', '3000 GEL', '1000 GEL', '1500 GEL']",50
50,5,,1.9,1.6,"['2000 GEL', '3000 GEL', '1000 GEL', '1000 GEL']",0
50,6,,3.0,3.3,"['2000 GEL', '1000 GEL', '1000 GEL', '3500 GEL', '1000 GEL', '3000 GEL', '3500 GEL']",50
50,7,,3.0,5.300000000000001,"['1000 GEL', '3000 GEL', '3500 GEL', '1000 GEL', '3000 GEL', '1500 GEL', '3500 GEL', '2000 GEL', '3500 GEL', '1500 GEL', '2000 GEL']",50
50,8,,3.0,1.7,"['3000 GEL', '1500 GEL', '3500 GEL', '3000 GEL', '3500 GEL']",46
50,9,,3.0,1.9,"['3000 GEL', 'BMW M4', '2000 GEL', '3000 GEL', '3000 GEL']",21
50,10,,3.0,3.8,"['1000 GEL', '1500 GEL', '2000 GEL', '3500 GEL', '1000 GEL', '1000 GEL', '1000 GEL', '3500 GEL', '3000 GEL', 'CyberTruck', '1500 GEL']",10
51,1,,3.0,2.8,"['1500 GEL', '2000 GEL', '3000 GEL', '1500 GEL', '2000 GEL', '3500 GEL']",51
51,2,,3.0,2.0,"['1500 GEL', '1500 GEL', '3000 GEL', '3500 GEL', '1500 GEL', '2000 GEL', '1000 GEL', '2000 GEL', '1000 GEL']",51
51,3,,3.0,4.3999999999999995,"['1500 GEL', '2000 GEL', '1000 GEL', '1500 GEL', '3500 GEL', '2000 GEL', '1500 GEL', '2000 GEL', '1500 GEL']",51
51,4,,3.0,4.3,"['3500 GEL', '3000 GEL', '3500 GEL', '3000 GEL', '1000 GEL', '1500 GEL']",51
51,5,,1.9,1.6,"['2000 GEL', '3000 GEL', '1000 GEL', '1000 GEL']",0
51,6,,3.0,3.3,"['2000 GEL', '1000 GEL', '1000 GEL', '3500 GEL', '1000 GEL', '3000 GEL', '3500 GEL']",51
51,7,,3.0,5.300000000000001,"['1000 GEL', '3000 GEL', '3500 GEL', '1000 GEL', '3000 GEL', '1500 GEL', '3500 GEL', '2000 GEL', '3500 GEL', '1500 GEL', '2000 GEL']",51
51,8,,3.0,2.2,"['3000 GEL', '1500 GEL', '3500 GEL', '3000 GEL', '3500 GEL']",47
51,9,,3.0,1.9,"['3000 GEL', 'BMW M4', '2000 GEL', '3000 GEL', '3000 GEL']",22
51,10,,3.0,3.8,"['1000 GEL', '1500 GEL', '2000 GEL', '3500 GEL', '1000 GEL', '1000 GEL', '1000 GEL', '3500 GEL', '3000 GEL', 'CyberTruck', '1500 GEL']",10
52,1,,3.0,2.8,"['1500 GEL', '2000 GEL', '3000 GEL', '1500 GEL', '2000 GEL', '3500 GEL']",52
52,2,,3.0,2.0,"['1500 GEL', '1500 GEL', '3000 GEL', '3500 GEL', '1500 GEL', '2000 GEL', '1000 GEL', '2000 GEL', '1000 GEL']",52
52,3,,3.0,4.3999999999999995,"['1500 GEL', '2000 GEL', '1000 GEL', '1500 GEL', '3500 GEL', '2000 GEL', '1500 GEL', '2000 GEL', '1500 GEL']",52
52,4,,3.0,4.3,"['3500 GEL', '3000 GEL', '3500 GEL', '3000 GEL', '1000 GEL', '1500 GEL']",52
52,5,,1.9,1.6,"['2000 GEL', '3000 GEL', '1000 GEL', '1000 GEL']",0
52,6,,3.0,3.3,"['2000 GEL', '1000 GEL', '1000 GEL', '3500 GEL', '1000 GEL', '3000 GEL', '3500 GEL']",52
52,7,,3.0,5.300000000000001,"['1000 GEL', '3000 GEL', '3500 GEL', '1000 GEL', '3000 GEL', '1500 GEL', '3500 GEL', '2000 GEL', '3500 GEL', '1500 GEL', '2000 GEL']",52
52,8,,3.0,2.2,"['3000 GEL', '1500 GEL', '3500 GEL', '3000 GEL', '3500 GEL']",48
52,9,,3.0,2.5,"['3000 GEL', 'BMW M4', '2000 GEL', '3000 GEL', '3000 GEL']",23
52,10,,3.0,3.8,"['1000 GEL', '1500 GEL', '2000 GEL', '3500 GEL', '1000 GEL', '1000 GEL', '1000 GEL', '3500 GEL', '3000 GEL', 'CyberTruck', '1500 GEL']",10
53,1,,3.0,2.8,"['1500 GEL', '2000 GEL', '3000 GEL', '1500 GEL', '2000 GEL', '3500 GEL']",53
53,2,,3.0,2.7,"['1500 GEL', '1500 GEL', '3000 GEL', '3500 GEL', '1500 GEL', '2000 GEL', '1000 GEL', '2000 GEL', '1000 GEL']",53
53,3,,3.0,4.3999999999999995,"['1500 GEL', '2000 GEL', '1000 GEL', '1500 GEL', '3500 GEL', '2000 GEL', '1500 GEL', '2000 GEL', '1500 GEL']",53
53,4,,3.0,4.3,"['3500 GEL', '3000 GEL', '3500 GEL', '3000 GEL', '1000 GEL', '1500 GEL']",53
53,5,,1.9,1.6,"['2000 GEL', '3000 GEL', '1000 GEL', '1000 GEL']",0
53,6,,3.0,3.3,"['2000 GEL', '1000 GEL', '1000 GEL', '3500 GEL', '1000 GEL', '3000 GEL', '3500 GEL']",53
53,7,,3.0,5.300000000000001,"['1000 GEL', '3000 GEL', '3500 GEL', '1000 GEL', '3000 GEL', '1500 GEL', '3500 GEL', '2000 GEL', '3500 GEL', '1500 GEL', '2000 GEL']",53
53,8,,3.0,2.2,"['3000 GEL', '1500 GEL', '3500 GEL', '3000 GEL', '3500 GEL']",49
53,9,,3.0,2.5,"['3000 GEL', 'BMW M4', '2000 GEL', '3000 GEL', '3000 GEL']",24
53,10,,3.0,3.8,"['1000 GEL', '1500 GEL', '2000 GEL', '3500 GEL', '1000 GEL', '1000 GEL', '1000 GEL', '3500 GEL', '3000 GEL', 'CyberTruck', '1500 GEL']",10
54,1,,3.0,2.8,"['1500 GEL', '2000 GEL', '3000 GEL', '1500 GEL', '2000 GEL', '3500 GEL']",54
54,2,,3.0,3.4000000000000004,"['1500 GEL', '1500 GEL', '3000 GEL', '3500 GEL', '1500 GEL', '2000 GEL', '1000 GEL', '2000 GEL', '1000 GEL']",54
54,3,,3.0,4.3999999999999995,"['1500 GEL', '2000 GEL', '1000 GEL', '1500 GEL', '3500 GEL', '2000 GEL', '1500 GEL', '2000 GEL', '1500 GEL']",54
54,4,,3.0,4.3,"['3500 GEL', '3000 GEL', '3500 GEL', '3000 GEL', '1000 GEL', '1500 GEL']",54
54,5,,1.9,1.6,"['2000 GEL', '3000 GEL', '1000 GEL', '1000 GEL']",0
54,6,,3.0,3.3,"['2000 GEL', '1000 GEL', '1000 GEL', '3500 GEL', '1000 GEL', '3000 GEL', '3500 GEL']",54
54,7,,3.0,5.300000000000001,"['1000 GEL', '3000 GEL', '3500 GEL', '1000 GEL', '3000 GEL', '1500 GEL', '3500 GEL', '2000 GEL', '3500 GEL', '1500 GEL', '2000 GEL']",54
54,8,,3.0,2.2,"['3000 GEL', '1500 GEL', '3500 GEL', '3000 GEL', '3500 GEL']",50
54,9,,3.0,2.5,"['3000 GEL', 'BMW M4', '2000 GEL', '3000 GEL', '3000 GEL']",25
54,10,,3.0,3.8,"['1000 GEL', '1500 GEL', '2000 GEL', '3500 GEL', '1000 GEL', '1000 GEL', '1000 GEL', '3500 GEL', '3000 GEL', 'CyberTruck', '1500 GEL']",10
55,1,,3.0,2.8,"['1500 GEL', '2000 GEL', '3000 GEL', '1500 GEL', '2000 GEL', '3500 GEL']",55
55,2,,3.0,3.4000000000000004,"['1500 GEL', '1500 GEL', '3000 GEL', '3500 GEL', '1500 GEL', '2000 GEL', '1000 GEL', '2000 GEL', '1000 GEL']",55
